Product name,Brand,GTIN,Ordinary Price,Active Promotion Price,Min Quantity,Total for x items
Gammaldags Idealmakaroner,KUNGSÖRNEN,"=""7310130003547""",17.95,N/A,N/A,N/A
Basmatiris,BEN'S ORIGINAL,"=""5410673006349""",83.95,N/A,N/A,N/A
Tonfisk I Olja,ABBA,"=""7311171007006""",33.95,N/A,N/A,N/A
Tortilla Pockets 8-Pack,OLD EL PASO,"=""8410076474650""",39.95,N/A,N/A,N/A
Sweet Chilisås Original,SANTA MARIA,"=""7311310034603""",26.5,N/A,N/A,N/A
Pasta Girandole,BARILLA,"=""8076809512268""",17.95,N/A,N/A,N/A
Naan Bröd Original,SANTA MARIA,"=""7311312005861""",34.95,N/A,N/A,N/A
Tortilla Original Small,SANTA MARIA,"=""7311311021121""",19.95,N/A,N/A,N/A
Kaffe Wanyama,ARVIDNORDQUIST,"=""7310760012391""",58.95,N/A,N/A,N/A
Vitlökspulver,SANTA MARIA,"=""7311311015168""",28.95,N/A,N/A,N/A
Äppelmos,FELIX,"=""7310240055368""",31.95,N/A,N/A,N/A
Middagskit Lasagne 6-Pack,KNORR,"=""8720182570673""",39.95,N/A,N/A,N/A
Olivolja Extra Vergine EKO KRAV,ZETA,"=""7350002402856""",117,N/A,N/A,N/A
Matlagningsvin Vitt,ZETA,"=""7350002400982""",39.95,N/A,N/A,N/A
Pumpakärnor,GOGREEN,"=""7310130009433""",38.95,N/A,N/A,N/A
Mor Annas Smörgåsgurka,ÖNOS,"=""7310770664450""",28.95,N/A,N/A,N/A
Redning Brun,MAIZENA,"=""8718114751962""",20.95,N/A,N/A,N/A
Dijonsenap,GREY POUPON,"=""3036810100576""",29.95,N/A,N/A,N/A
Hela Bönor EKO KRAV,ARVIDNORDQUIST,"=""7310760012483""",72.95,N/A,N/A,N/A
Cheerios Honey,NESTLÉ,"=""7613032222109""",39.95,N/A,N/A,N/A
Kalas Puffar,KALASPUFFAR,"=""6411200108658""",35.95,N/A,N/A,N/A
Bryggkaffe Jubileum,LÖFBERGS,"=""7310050001975""",45.95,N/A,N/A,N/A
Tonfisk I Olja 3-Pack,ABBA,"=""7311171007099""",57.95,N/A,N/A,N/A
Lättsockrad Lingonsylt Refill,BOB,"=""7310091253708""",46.95,N/A,N/A,N/A
Havrefras Jordgubb,HAVREFRAS,"=""7311171008409""",49.95,N/A,N/A,N/A
Tortilla Chips Salted,SANTA MARIA,"=""7311312008145""",33.95,N/A,N/A,N/A
Sambal Oelek,LUCULLUS,"=""8710853001148""",30.95,N/A,N/A,N/A
Tomatketchup,FELIX,"=""7310240060638""",28.95,N/A,N/A,N/A
Corn Flakes,KELLOGG'S,"=""5738001092490""",45.95,N/A,N/A,N/A
Olivolja Extra Virgin EKO,GARANT EKO,"=""7311041049525""",109,N/A,N/A,N/A
Havreringar,FREBACO KVARN,"=""7312560057404""",22.95,N/A,N/A,N/A
Halkidikioliver Urkärnade,ZETA,"=""7350002404973""",41.95,N/A,N/A,N/A
Snabbkaffe Koffeinfri,NESCAFÉ,"=""7613287111180""",74.95,N/A,N/A,N/A
Granola Natural,AXA,"=""7310130013287""",43.95,N/A,N/A,N/A
Ostronsås,HEALTHY BOY,"=""8850206117512""",49.95,N/A,N/A,N/A
Gröna Oliver Med Pimientos 48 St,FIGARO,"=""8410159016586""",24.95,N/A,N/A,N/A
Olivolja EKO,GARANT EKO,"=""7340083463785""",99.95,N/A,N/A,N/A
Kaffefilter 1x4 Vita,MELITTA,"=""4006508200450""",24.95,N/A,N/A,N/A
Pasta Rigatoni,BARILLA,"=""8076802085899""",17.95,N/A,N/A,N/A
Kanel Ceylon EKO,KOCKENS,"=""7350046464575""",29.95,N/A,N/A,N/A
Olivolja Extra Virgin,TERRA DELYSSA,"=""6191509900688""",96.95,N/A,N/A,N/A
Röda Linser,GOGREEN,"=""7310130009716""",16.95,14,2,28.0
Thai Panaeng Curry,MRS CHENG'S,"=""7311520010862""",40.95,N/A,N/A,N/A
Rapsolja,ZETA,"=""7350002400227""",24.95,N/A,N/A,N/A
Feferoni Kebab,DRUVAN,"=""7331010011605""",29.95,N/A,N/A,N/A
Blåbärssoppa Original,EKSTRÖMS,"=""7310470063195""",20.95,N/A,N/A,N/A
Solroskärnor,RISENTA,"=""7311311024689""",24.95,N/A,N/A,N/A
Nacho Chips,SANTA MARIA,"=""7311312008077""",14.5,N/A,N/A,N/A
Tresor Roulette,KELLOGG'S,"=""5059319015859""",49.95,N/A,N/A,N/A
Kaffe Koffeinfritt,GEVALIA,"=""8711000537497""",64.95,N/A,N/A,N/A
Oregano,SANTA MARIA,"=""7311311014536""",29.95,N/A,N/A,N/A
Indian Spices Tikka Masala,SANTA MARIA,"=""7311311003462""",19.95,N/A,N/A,N/A
Österrikisk Gulaschsoppa,KNORR,"=""8712566118243""",30.95,N/A,N/A,N/A
Kolasås,O'HOJ,"=""8711327540934""",38.95,N/A,N/A,N/A
Chilisås Krav EKO KRAV,GARANT EKO,"=""7340083463518""",30.95,N/A,N/A,N/A
Honung EKO KRAV,GÅRDSHONUNG,"=""7350071870518""",84.95,N/A,N/A,N/A
Svarta Oliver Urkärnade,FIGARO,"=""8410159006662""",24.95,N/A,N/A,N/A
Saft Elderflower Lemon,FUN LIGHT,"=""7310090377160""",28.95,N/A,N/A,N/A
Demae Ramen Biffsmak,NISSIN,"=""8712429350209""",10.5,N/A,N/A,N/A
Granola Naturell,PAULÚNS,"=""7350126086482""",42.95,N/A,N/A,N/A
Svartpeppar Hel,SANTA MARIA,"=""7311311004865""",26.95,N/A,N/A,N/A
Snabbkaffe Lyx Mellanrost,NESCAFÉ,"=""7610100021510""",59.95,N/A,N/A,N/A
Blåbärsoppa,EKSTRÖMS,"=""7350126083344""",64.95,N/A,N/A,N/A
Basilika,SANTA MARIA,"=""7311311014154""",29.95,N/A,N/A,N/A
O'boy Portioner 10-Pack,O'BOY,"=""7622300684600""",34.95,N/A,N/A,N/A
Olivolja Extra Vergine Classico,ZETA,"=""7350002400333""",109,N/A,N/A,N/A
Sambal Oelek,LUCULLUS,"=""8710853015817""",19.95,N/A,N/A,N/A
Kokkaffe Classic,ARVID NORDQUIST,"=""7310760012889""",58.95,N/A,N/A,N/A
Fint Salt Med Jod,JOZO,"=""8715800002315""",15.95,N/A,N/A,N/A
Havregryn Glutenfri EKO,GARANT EKO,"=""7340083481390""",28.95,N/A,N/A,N/A
Touch Of Taste Kycklingfond,BONG,"=""7322550052678""",94.95,N/A,N/A,N/A
Kidneybönor Svenskodlade,GOGREEN,"=""7310130009747""",16.95,14,2,28.0
Cheerios Havre,NESTLÉ,"=""5900020037046""",39.95,N/A,N/A,N/A
Äppelmos,ÖNOS,"=""7310770215447""",17.5,N/A,N/A,N/A
Kokosflingor,EARTH CONTROL,"=""5706779067088""",34.95,32.5,2,65.0
Kokosolja Kallpressad EKO KRAV,KUNG MARKATTA,"=""7391835923316""",83.95,N/A,N/A,N/A
Manitoba Cream,RAMLÖSA KVARN,"=""7311141100508""",30.5,N/A,N/A,N/A
Saft Mango Mania Ice Tea,FUN LIGHT,"=""7350126085713""",28.95,N/A,N/A,N/A
All Bran Regular,KELLOGG'S,"=""5053827153188""",58.95,N/A,N/A,N/A
Oregano Gourmetglas,KOCKENS,"=""7350046464780""",23.95,N/A,N/A,N/A
Gevalia Mellanrost,TASSIMO,"=""8711000504956""",57.95,N/A,N/A,N/A
Jordgubb & Rabarb,ZEROH,"=""7070841004584""",26.95,N/A,N/A,N/A
Kaffe Mellanrost Hela Bönor,LÖFBERGS,"=""7310050012353""",64.95,N/A,N/A,N/A
Svartpeppar Grovmalen,SANTA MARIA,"=""7311311014185""",29.95,N/A,N/A,N/A
Päronsaft,BOB,"=""7310090347132""",38.95,N/A,N/A,N/A
Saltgurka Skivad,FELIX,"=""7310240050721""",32.95,N/A,N/A,N/A
Remouladsås,FELIX,"=""7310240025149""",34.95,N/A,N/A,N/A
Extrajungfruolivolja Delicato,MONINI,"=""8005510001549""",149,N/A,N/A,N/A
Fikonmarmelad Utan Tillsatt Socker,ST. DALFOUR,"=""3492390003698""",34.95,N/A,N/A,N/A
Frasiga Havreflingor Naturell,FREBACO KVARN,"=""7312560057831""",35.95,N/A,N/A,N/A
Ketchup Original,HEINZ,"=""87157239""",29.95,N/A,N/A,N/A
Vaniljpulver,KHOISANGOURMET,"=""6009617862579""",75.95,N/A,N/A,N/A
Hela Saltgurkor,FELIX,"=""7310240050653""",34.95,N/A,N/A,N/A
Pasta Gnocchi,BARILLA,"=""8076802085851""",17.95,N/A,N/A,N/A
Spaghetti,KUNGSÖRNEN,"=""7310130007590""",16.95,15,2,30.0
Blandade Bönor EKO,ZETA,"=""7350002403440""",15.95,13,2,26.0
Doy Pack Blomsterhonung,LUNE DE MIEL,"=""3088540104102""",89.95,N/A,N/A,N/A
Kaffekapslar Lungo 8 Profondo,L'OR,"=""8711000360569""",35.95,31.67,3,95.01
Paprika,SANTA MARIA,"=""7311311004896""",26.95,N/A,N/A,N/A
Chokladpudding,EKSTRÖMS,"=""7350126083375""",44.95,N/A,N/A,N/A
Saft Cloudy Apple,FUN LIGHT,"=""7310090395164""",28.95,N/A,N/A,N/A
Te Forest Fruit Pyramid,LIPTON,"=""7310390855108""",23.95,N/A,N/A,N/A
Klassisk Pizzasås,MUTTI,"=""8005110002052""",26.95,N/A,N/A,N/A
Katrinplommon EKO,GARANT EKO,"=""7340083482366""",29.95,N/A,N/A,N/A
Majs Rostade,EARTH CONTROL,"=""5701058013268""",34.95,32.5,2,65.0
Jordgubbssylt,ÖNOS,"=""7310770231423""",43.95,N/A,N/A,N/A
Het Nudelsoppa,WEIGHT WATCHERS,"=""8711254090267""",20.95,N/A,N/A,N/A
Oliver Kalamon Urkärnade,FONTANA,"=""7316150770346""",39.95,N/A,N/A,N/A
Tomater Körsbär,MUTTI,"=""8005110550508""",21.95,N/A,N/A,N/A
Paprikapulver,SANTA MARIA,"=""7311311014499""",75.95,N/A,N/A,N/A
Havrefras Kakao,HAVREFRAS,"=""7350126084389""",40.95,N/A,N/A,N/A
Kaffekapslar Morgonstund,DOLCE GUSTO,"=""8445290448743""",59.95,57.5,2,115.0
Dadlar Sour Cola,DAVE&JON'S,"=""7350054797405""",24.95,N/A,N/A,N/A
Apelsinmarmelad,ÖNOS,"=""73104711""",39.95,N/A,N/A,N/A
Squeezy Hallon Stor Mer Bär,BOB,"=""7310090225249""",44.95,N/A,N/A,N/A
Matmix Chili Con Carne,KNORR,"=""8720182060402""",17.95,N/A,N/A,N/A
Snabbnudlar Biff,INDOMIE,"=""89686170085""",28.5,N/A,N/A,N/A
Tropical Salsa,SANTA MARIA,"=""7311312000965""",23.95,N/A,N/A,N/A
Finkornigt Hushållssalt Med Jod,FALKSALT,"=""7311631523121""",11.95,N/A,N/A,N/A
Pastasås Vitlök/Örter,BARILLA,"=""8076809569408""",25.95,N/A,N/A,N/A
Mannagryn,AXA,"=""7310130311048""",18.95,N/A,N/A,N/A
Honung Flytande,GARANT EKO,"=""7340083463365""",49.95,N/A,N/A,N/A
Selection Reko Kaffe EKO KRAV,ARVIDNORDQUIST,"=""7310760012445""",70.95,N/A,N/A,N/A
Kaffe Cafégo Triple Mountain,CAFÉGO,"=""7350085150026""",55.95,49.5,2,99.0
Remouladsås,KAVLI,"=""7311442112101""",33.95,N/A,N/A,N/A
Kikärter EKO,GOGREEN,"=""7310130009822""",16.95,14,2,28.0
Snabbkaffe Original,NESCAFÉ,"=""7613032873691""",69.95,N/A,N/A,N/A
Gulaschsoppa,WEIGHT WATCHERS,"=""8711254090274""",20.95,N/A,N/A,N/A
Müsli Bär,AXA,"=""7310130003790""",38.95,N/A,N/A,N/A
Gräddsås,BLÅ BAND,"=""7322550092025""",17.95,N/A,N/A,N/A
Franskrost Hela Bönor,ARVID NORDQUIST,"=""7310760040912""",70.95,N/A,N/A,N/A
Tortilla Corn Wheat Medium,SANTA MARIA,"=""7311311020643""",29.95,N/A,N/A,N/A
Aptitrödbetor Skivade,FELIX,"=""7310240051261""",23.95,N/A,N/A,N/A
Linser EKO,ZETA,"=""7350002403457""",15.95,13,2,26.0
Saft Ice Tea Peach & Love,FUN LIGHT,"=""7310090394167""",28.95,N/A,N/A,N/A
Tortilla Strips Sweet Chili,SANTA MARIA,"=""7311312007834""",15.95,N/A,N/A,N/A
Jordgubbskräm,EKSTRÖMS,"=""7310470065021""",28.95,N/A,N/A,N/A
Havregryn Glutenfri EKO KRAV,SEMPER,"=""7310100600950""",34.5,N/A,N/A,N/A
Basmatiris EKO,GARANT EKO,"=""7340083496332""",61.95,N/A,N/A,N/A
Jordgubbskräm,KIVIKS MUSTERI,"=""7314720514550""",27.95,N/A,N/A,N/A
Stora Vita Bönor EKO,ZETA,"=""7350002402962""",15.95,13,2,26.0
Svartpeppar Grovmalen,SANTA MARIA,"=""7311311015731""",91.95,N/A,N/A,N/A
Japanska Ramen Nudlar,SUN SHUN FUK,"=""87303863037""",32.95,N/A,N/A,N/A
Grönt Te & Citron,TWININGS,"=""70177173302""",36.95,N/A,N/A,N/A
Pulversoppa Tomatsoppa/Pasta,KNORR,"=""8711100203063""",15.95,N/A,N/A,N/A
Dadlar Salted Caramel Peanuts,DAVE & JON'S,"=""7350054795630""",24.95,N/A,N/A,N/A
Vetemjöl Special EKO KRAV,KUNGSÖRNEN,"=""7310130001970""",34.95,N/A,N/A,N/A
Örtsalt EKO,A. VOGEL,"=""7610313412143""",35.95,N/A,N/A,N/A
Lättsockrad Hallonsylt Refill,BOB,"=""7310091225705""",47.95,N/A,N/A,N/A
Kakao EKO KRAV,KUNG MARKATTA,"=""7391835015134""",77.95,N/A,N/A,N/A
Kaffe Gold,NESCAFÉ,"=""7613036243865""",69.95,N/A,N/A,N/A
Cornichons,PLIVIT,"=""7331669000142""",32.95,N/A,N/A,N/A
Svart Ris,SALTÅ KVARN,"=""7317731535200""",51.95,N/A,N/A,N/A
Cheezy Sauce,EL TACO TRUCK,"=""7350115940207""",35.95,29.95,1,29.95
Lemon & Lime,ZEROH,"=""7070841002931""",25.95,N/A,N/A,N/A
BBQ Sås Sweet & Smokey,FELIX,"=""7310240025095""",34.95,N/A,N/A,N/A
Dadlar Saltlakrits,DAVE & JON'S,"=""7350054795623""",24.95,N/A,N/A,N/A
Soltorkade Tomater Original,FONTANA,"=""7316150371017""",129,N/A,N/A,N/A
Basmatiris Sella,INDIA GATE,"=""690225301329""",199,N/A,N/A,N/A
Grönpeppar,SANTA MARIA,"=""7311311015649""",28.95,N/A,N/A,N/A
Te Earl Grey,TWININGS,"=""70177106065""",89.95,N/A,N/A,N/A
Kokosmjölk EKO KRAV,KUNG MARKATTA,"=""7391835923514""",13.95,N/A,N/A,N/A
Kitkat Flingor,NESTLÉ,"=""8445290728791""",45.95,39.95,1,39.95
Pasta Penne Rigate Glutenfri,BARILLA,"=""8076809545457""",18.95,N/A,N/A,N/A
Mor Annas Tunnskivade Gurka,ÖNOS,"=""7310770664436""",29.95,N/A,N/A,N/A
Flingor Original,WEETABIX,"=""5010029000160""",45.95,N/A,N/A,N/A
Kokkaffe Mellanrost,GEVALIA,"=""8711000530153""",53.95,49.5,2,99.0
Strösocker,DIAMANT,"=""5907069018388""",19.95,N/A,N/A,N/A
Oxbuljong Mörk,KNORR,"=""7310300000604""",13.95,N/A,N/A,N/A
Dinkelmjöl Siktat EKO KRAV,SALTÅ KVARN,"=""7317731705009""",41.95,N/A,N/A,N/A
Råris,FREBACO KVARN,"=""7312560030018""",25.95,N/A,N/A,N/A
Kalamataoliver Urkärnade EKO,ZETA,"=""7350002405543""",38.95,N/A,N/A,N/A
Saft Cloudy Raspberry,FUN LIGHT,"=""7350126081081""",28.95,N/A,N/A,N/A
Guacamole Dip Mix,SANTA MARIA,"=""7311311003080""",11.95,N/A,N/A,N/A
Linssoppa,WEIGHT WATCHERS,"=""4002473976451""",20.95,N/A,N/A,N/A
Kaffebönor Espresso Barista Gran Crema,LAVAZZA,"=""8000070025066""",195,N/A,N/A,N/A
Middagskit Lasagnette 4-Pack,KNORR,"=""8720182572905""",32.95,N/A,N/A,N/A
Grönsaksbuljong EKO KRAV,KUNG MARKATTA,"=""7391835916356""",14.95,N/A,N/A,N/A
Liquid Coconut Oil Coldpressed,HEALTHYCO,"=""7350021423016""",79.95,N/A,N/A,N/A
Rhode Island Dressing,FELIX,"=""7310240027532""",29.95,N/A,N/A,N/A
Passerade Tomater,MUTTI,"=""8005110004766""",23.95,N/A,N/A,N/A
Tortilla Chips Sourcream & Chives,SANTA MARIA,"=""7311312008060""",14.5,N/A,N/A,N/A
O'boy Mindre Socker,O'BOY,"=""7622201150686""",36.95,N/A,N/A,N/A
Rustique Vetemjöl,RAMLÖSA KVARN,"=""7311141100300""",38.95,N/A,N/A,N/A
Taco Sauce Medium,SANTA MARIA,"=""7311312002136""",51.95,N/A,N/A,N/A
Lönnsirap,MAPLE JOE,"=""3088542500285""",56.95,N/A,N/A,N/A
Saft Watermelon Lemonade Pet,FUN LIGHT,"=""7350126085775""",28.95,N/A,N/A,N/A
Kaffekapslar Café Au Lait 16-Pack,DOLCE GUSTO,"=""7613033174667""",64.5,57.5,2,115.0
Vitvinsvinäger,ZETA,"=""7350002400456""",30.95,N/A,N/A,N/A
Sesamfrön,KOCKENS,"=""7350046464933""",23.95,N/A,N/A,N/A
Capellini,BARILLA,"=""8076800195019""",19.95,N/A,N/A,N/A
Syltlök,FELIX,"=""7310240052060""",39.95,N/A,N/A,N/A
Thai Red Curry,MRS CHENG'S,"=""7311520010800""",40.95,N/A,N/A,N/A
Kokosgrädde EKO KRAV,KUNG MARKATTA,"=""7391835923507""",15.95,N/A,N/A,N/A
Tomatsoppa Med Mascarpone,KNORR,"=""8722700085072""",35.95,N/A,N/A,N/A
Ketchup Mindre Socker/Salt EKO KRAV,FELIX,"=""7310240060027""",50.95,N/A,N/A,N/A
Agavesirap EKO,SUNNY BIO,"=""3088542506508""",58.95,N/A,N/A,N/A
Granola Raspberry & Cinnamon,AXA,"=""7310130013270""",46.95,N/A,N/A,N/A
Müsli Gold Nöt,AXA,"=""7310130004032""",47.95,N/A,N/A,N/A
Chili Con Carne,FELIX,"=""7310240064346""",54.95,N/A,N/A,N/A
Ketchup Stevia,FELIX,"=""7310240060669""",46.95,N/A,N/A,N/A
Olivmix Urkärnade Oliver,FONTANA,"=""7316150777154""",41.95,N/A,N/A,N/A
Granola Cacao/Almond/Blueberry,AXA,"=""7310130013256""",47.95,N/A,N/A,N/A
Soltorkade Tomater Finskurna,FONTANA,"=""7316150376494""",37.95,N/A,N/A,N/A
Jasminris,GODRIS,"=""7350043851958""",155,N/A,N/A,N/A
Pannkaks/Våffelmix Glutenfri,MIXWELL,"=""7331787002080""",35.95,N/A,N/A,N/A
Kaffebönor Tierra EKO,LAVAZZA,"=""8000070009745""",185,N/A,N/A,N/A
Nötmix Honung/Salt Mandel,ESTRELLA,"=""7310532152935""",33.5,N/A,N/A,N/A
Sriracha Mayo,CAJ P.,"=""7315200583592""",28.95,N/A,N/A,N/A
Bananchips,EARTH CONTROL,"=""5701058012964""",34.95,32.5,2,65.0
Mästarmakrill,ABBA,"=""7311171008294""",42.95,N/A,N/A,N/A
Use Like Sugar,NICK'S,"=""7350104400156""",65.95,N/A,N/A,N/A
Rårörda Lingon EKO,BJÖRNEKULLA,"=""7317661714706""",33.95,N/A,N/A,N/A
Vegansk Majonnäs,HELLMANN'S,"=""8711200372249""",43.5,N/A,N/A,N/A
Gräddsås,BLÅ BAND,"=""7322550092636""",28.95,N/A,N/A,N/A
Espresso Giusto Hela Bönor EKO KRAV,ARVIDNORDQUIST,"=""7310760040684""",83.95,N/A,N/A,N/A
Fruktstång Jordgubb 5-Pack,CASTUS,"=""5707653001747""",21.95,15,2,30.0
Kidneybönor EKO,ZETA,"=""7350002402948""",15.95,13,2,26.0
Havrekuddar Utan Tillsatt Socker,HAVREFRAS,"=""7350126084419""",39.95,N/A,N/A,N/A
Ättikssprit 12%,WINBORGS,"=""7310300011020""",18.5,N/A,N/A,N/A
Rispapper 22cm,TWIN DRAGON,"=""7350116921465""",26.95,N/A,N/A,N/A
Matlagningsvin Rött,ZETA,"=""7350002400999""",39.95,N/A,N/A,N/A
Teriyaki & Sesame,SANTA MARIA,"=""7311310034368""",39.95,N/A,N/A,N/A
Paprika Smoked,SANTA MARIA,"=""7311311015243""",26.95,N/A,N/A,N/A
Mandelmassa 50/50,ODENSE,"=""5709521031184""",51.95,N/A,N/A,N/A
Mellanrost Hela Bönor EKO,LÖFBERGS,"=""7310050012278""",64.95,N/A,N/A,N/A
Kokosmjölk 18% EKO,GARANT EKO,"=""7340083480775""",15.95,N/A,N/A,N/A
Saft Mandarin Madness,FUN LIGHT,"=""7310090389163""",28.95,N/A,N/A,N/A
Sesamolja,TWIN DRAGON,"=""7350116923681""",34.95,N/A,N/A,N/A
Garam Masala,SANTA MARIA,"=""7311311003493""",19.95,N/A,N/A,N/A
Fläder & Citron,ZEROH,"=""7070841004164""",26.95,N/A,N/A,N/A
Pasta Tortiglioni,ZETA,"=""7350002404577""",19.95,N/A,N/A,N/A
Asian Wok Pad Thai,SANTA MARIA,"=""7311310034382""",37.95,N/A,N/A,N/A
Jordgubbssylt EKO,BJÖRNEKULLA,"=""7317661714713""",28.95,N/A,N/A,N/A
Tropical Citrus Saft,ZEROH,"=""7070841005635""",26.95,N/A,N/A,N/A
Olivolja Extra Vergine Classico,ZETA,"=""7350002400326""",62.95,N/A,N/A,N/A
Saft Blueberry Lemonade,FUN LIGHT,"=""7350126085744""",28.95,N/A,N/A,N/A
Jalapeño Lime Mayo,EL TACO TRUCK,"=""7350115940191""",35.95,29.95,1,29.95
Mango/Lemon,ZEROH,"=""7070841004430""",25.95,N/A,N/A,N/A
Snabbmakaroner,KUNGSÖRNEN,"=""7310130003530""",18.95,N/A,N/A,N/A
Kharisma Hela Kaffebönor,LÖFBERGS,"=""7310050012193""",64.95,N/A,N/A,N/A
Mango Torkad EKO,GARANT EKO,"=""7340083435010""",29.95,24.5,2,49.0
Tortilla Whole Wheat Medium,SANTA MARIA,"=""7311311020636""",29.95,N/A,N/A,N/A
Brunsås,BLÅ BAND,"=""7322550092032""",15.5,N/A,N/A,N/A
Vetemjöl EKO,GARANT EKO,"=""7311043000555""",27.95,N/A,N/A,N/A
Syltsocker,DANSUKKER,"=""7310340112473""",33.95,N/A,N/A,N/A
Sriracha Hot Chilisås,TWIN DRAGON,"=""7350116921298""",41.95,N/A,N/A,N/A
Kaffekapslar Espresso 12 Onyx,L'OR,"=""8711000360583""",36.95,31.67,3,95.01
Dijonsenap,DIJONA,"=""3563490013877""",18.95,N/A,N/A,N/A
Kokosgrädde 22% EKO,GARANT EKO,"=""7340083491955""",18.95,N/A,N/A,N/A
Blåbärssoppa Utan Tillsatt Socker,EKSTRÖMS,"=""7310470070193""",26.95,N/A,N/A,N/A
Soppa Potatis/Lök,HEINZ,"=""5000157147226""",21.95,N/A,N/A,N/A
Krossade Tomater Basilika,MUTTI,"=""8005110170423""",27.95,N/A,N/A,N/A
Aromat Påse,KNORR,"=""7310394005912""",18.95,N/A,N/A,N/A
Risnudlar 3mm,HOW HOW,"=""8850521950016""",26.95,N/A,N/A,N/A
Vitvinsvinäger,DRUVAN,"=""7310155506405""",23.95,N/A,N/A,N/A
Asian Spices Paneng Red Curry,SANTA MARIA,"=""7311310034436""",19.95,N/A,N/A,N/A
Bbq Sås Hickory Brown Sugar,SWEET BABY RAY'S,"=""1220000450035""",58.95,N/A,N/A,N/A
Fruktstång Äpple/Hallon 5-Pack,CASTUS,"=""5707653001822""",21.95,15,2,30.0
Sojasås Tamari Glutenfri EKO,GARANT EKO,"=""7340083455711""",52.95,N/A,N/A,N/A
Grötris KRAV,KUNG MARKATTA,"=""7391835917827""",35.95,N/A,N/A,N/A
Nyponsoppa Utan Tills Socker,EKSTRÖMS,"=""7310470070209""",23.95,N/A,N/A,N/A
Snabb Marsán Dessertsås,EKSTRÖMS,"=""7350126083405""",30.95,N/A,N/A,N/A
Nudlar Orient,SAMYANG RAMEN,"=""7350035210145""",5.95,N/A,N/A,N/A
Panko Glutenfri,ESGIR,"=""8414472101844""",31.95,N/A,N/A,N/A
Fiskbuljong,KNORR,"=""8712100878220""",19.95,N/A,N/A,N/A
Svarta Bönor,GARANT EKO,"=""7340083447365""",13.95,13,2,26.0
Soltorkade Tomater,ZETA,"=""7350002400036""",41.95,N/A,N/A,N/A
Granola Äpple/Kanel,FÄRSKING,"=""7350099111112""",48.95,N/A,N/A,N/A
Köttsoppa Med Grönsaker,KNORR,"=""7310390001376""",34.95,N/A,N/A,N/A
Citron & Dillsås,BLÅ BAND,"=""7322550092117""",17.95,N/A,N/A,N/A
Fiskbullar Dillsås,BORNHOLMS,"=""5702024201351""",22.95,N/A,N/A,N/A
Röda Linser,GOGREEN,"=""7312787710182""",22.95,N/A,N/A,N/A
Snabbkaffe Lyx Mellanrost,NESCAFÉ,"=""7613035830332""",69.95,N/A,N/A,N/A
Senap Original,SLOTTS,"=""8714100751527""",18.95,N/A,N/A,N/A
Espresso Buono Hela Bönor,ARVID NORDQUIST,"=""7310760041148""",139,N/A,N/A,N/A
Béarnaisesås,BLÅ BAND,"=""7322550092001""",17.95,N/A,N/A,N/A
Tomatpuré EKO KRAV,FELIX,"=""7310240038064""",37.95,N/A,N/A,N/A
Svartpeppar Mal,SANTA MARIA,"=""7311311012143""",129,N/A,N/A,N/A
Intense Vitlök,DOLMIO,"=""4002359004957""",37.95,N/A,N/A,N/A
Cheese Dip Mix,SANTA MARIA,"=""7311311003097""",10.95,N/A,N/A,N/A
Kokosolja Neutral EKO,KUNG MARKATTA,"=""7391835923286""",44.95,N/A,N/A,N/A
Japansk Soja Glutenfri,SAKURA,"=""7896007810123""",25.95,N/A,N/A,N/A
Fruktcocktail I Juice,DEL MONTE,"=""24000124023""",33.95,N/A,N/A,N/A
Pasta Fusilli Svensk Durum,KUNGSÖRNEN,"=""7310130007576""",17.95,N/A,N/A,N/A
Timjan Gourmetglas,KOCKENS,"=""7310394002638""",23.95,N/A,N/A,N/A
Strössel Mix,DR. OETKER,"=""5701073062302""",19.95,N/A,N/A,N/A
Jumbo Corn Snack,EARTH CONTROL,"=""5701058012889""",34.95,32.5,2,65.0
Granola Blåbär Glutenfri,PAULÚNS,"=""7310240407921""",60.95,N/A,N/A,N/A
Kaffekapslar Espresso 10 Supremo,L'OR,"=""8711000360521""",36.95,31.67,3,95.01
Fullkornsvälling Må Bra,SEMPER,"=""7310100388100""",63.95,N/A,N/A,N/A
Chilisås Osötad,FELIX,"=""7310240025279""",36.95,N/A,N/A,N/A
Citronpeppar,SANTA MARIA,"=""7311311016073""",26.95,N/A,N/A,N/A
Snabbnudlar Grönsak,INDOMIE,"=""89686170269""",28.5,N/A,N/A,N/A
Mild Kebabsås,FELIX,"=""7310240025194""",34.95,N/A,N/A,N/A
Majs 3-Pack,BONDUELLE,"=""3083681127621""",33.95,N/A,N/A,N/A
Hela Tomater KRAV,SOLANIA,"=""8032685820248""",49.95,N/A,N/A,N/A
Ramen Noodles,SANTA MARIA,"=""7311312000576""",24.95,N/A,N/A,N/A
Havrekuddar,ELDORADO,"=""7340083463501""",30.95,N/A,N/A,N/A
Krispig Müsli Mandel/Hasselnöt,RISENTA,"=""7311311025136""",43.95,N/A,N/A,N/A
Drottningsylt Refill,BOB,"=""7310090272663""",49.95,N/A,N/A,N/A
El-Bryggkaffe Mellanrost,GEVALIA,"=""8711000530207""",53.95,49.5,2,99.0
Minestronesoppa,HEINZ,"=""8715700120706""",21.95,N/A,N/A,N/A
Fiberhavregryn EKO KRAV,AXA,"=""7310130006258""",22.95,N/A,N/A,N/A
